user_id,item_id,predict_score
1851,1056,3.0369019364410064
4033,2150,4.105241162547594
2601,589,4.254529309250302
1050,504,2.536446444698926
35,948,3.394059832506812
4723,3606,4.551366375528739
2888,3180,2.410188541214572
216,1784,4.168635113572706
1680,1550,3.022336334707774
5296,2728,4.326112634088726
310,2572,3.2836674730666324
2549,552,3.0901729449225
3901,2598,3.6192998565964887
5903,1584,3.4287014646672627
5082,1041,4.317129727666672
1701,3317,4.163053147702199
187,1907,3.8745164997289736
4541,2053,1.2001669448437302
5350,2087,2.8311670274396006
890,126,2.6864337944295826
922,1206,3.8501541120287586
824,2174,3.0017136979690524
5398,2891,4.279111164051209
3299,1396,3.7170467670100793
4858,3534,3.3204624771554796
267,454,3.1735566833443305
4054,1285,3.899138206662456
2077,3114,4.1604427764309015
4416,2858,4.839675281455682
5113,1466,2.726461583085641
1301,150,4.377099969572908
3163,3028,4.201032700110981
830,70,3.6622683459025605
1242,862,3.750299761636364
5882,1097,3.4434332802148755
2559,800,3.521713530329845
808,3578,4.150870300781966
3504,296,3.8640192429338907
3690,353,3.1450925167347767
224,2872,3.364536851092905
319,2054,2.3790833216622067
4083,2665,2.3422401512462647
163,724,2.4590297379723407
5771,3396,4.201259232570963
5848,356,3.8539983304361107
96,161,3.4499074624938184
5667,2427,3.6894041375140634
4060,2245,3.587466309076181
3681,1616,4.040238274392947
139,1285,3.9600975205722357
850,1212,4.280605343117452
5986,2065,4.25905500473575
1141,3512,3.035295532883957
445,3135,3.7295986715190885
1613,305,2.655187717873045
3675,1171,3.491731401101426
981,162,3.8893590971532057
1599,2641,3.892222183934562
3067,2114,4.302783062596323
3760,2968,3.6407459138333675
1448,1956,4.609860976224404
481,933,3.7693401781431604
4750,2144,4.218012292467825
3358,708,3.4354716009786794
4309,1411,3.5830737621276976
2258,919,4.3001236735056
1962,3897,3.2595146058064564
4409,2770,3.564588724493917
4429,3018,3.6501481172835892
5524,1092,3.7034117645943274
245,2105,2.6342277450533684
5947,3070,2.277424446530636
2298,2683,3.44720769464727
1166,3481,3.9953060615274887
4333,1566,3.7657412902199017
2562,2081,4.2301990129318146
5811,2583,3.1697606553659536
4870,1172,4.297235517087196
1926,3741,4.2868719690680885
126,1220,3.7760889270519407
3031,2006,3.5355581454636753
5100,919,5.0
3816,1030,3.980953056054231
1449,3432,1.766345224343573
1136,2278,3.5307298878606805
1352,3952,3.330731154947713
62,930,4.263322649198973
2557,1221,4.126274483601273
3317,737,2.349434414748116
337,366,2.317794086323782
5989,339,4.113010018696697
5987,858,4.5365693121629915
1412,1221,3.910639860498045
4784,1688,4.125748313476563
1693,1221,4.4570717099995845
1449,3427,2.771354041443139
4623,3219,3.937650287873687
3051,544,2.498954558545684
710,2791,4.358986337623689
3299,2171,3.774086408743048
5748,2291,3.6354113553430927
2175,1247,4.272736943576804
808,3939,2.068568830410499
531,344,2.909374657717225
4609,2010,3.8870566343787605
5087,3565,3.5638432053750586
1349,110,4.772720554760484
2263,3063,3.257240405471725
3463,1090,4.015624911621599
1140,3751,4.587730152112794
2102,3105,2.8040588300650424
2627,521,2.8812886684262997
4267,2686,4.084528856396314
4374,1923,4.756548101717717
699,471,3.5876606202637564
3411,2395,4.275869053779144
1606,455,2.9051842463748874
3940,2572,3.0196473881992634
2194,2115,2.984580871554548
1056,1756,2.7831728974379066
4933,3260,3.429262263328509
5459,2541,4.6439978179194
629,1707,2.329489558647169
2348,2406,3.1325318019291903
720,2805,2.0959183977551863
4815,1334,3.715107197265185
5317,3791,3.9509440596933816
4637,329,3.443721025244435
1941,1917,3.852190535310783
3934,351,2.198752886306341
1551,2997,5.0
4915,260,4.5093481589649125
4497,3307,4.118463341024272
713,2947,3.5773788261135184
1024,3244,3.1696950150445216
3425,3174,3.917658187585602
5482,1208,4.587253071882333
5555,832,3.752260444831427
2856,590,3.6172691765235925
549,2734,4.47988462133817
1680,798,3.095879944185296
1485,608,4.251635072148276
4647,1783,2.92932097992373
53,1479,3.5116408732723787
5187,2529,4.0467299818853
3055,1405,2.4785407438077978
2631,3545,4.186737479680313
4150,2120,3.2489331053466413
442,2375,2.8024081695680447
4637,2321,4.265388426063037
2124,3063,3.2343330466147657
2395,2150,3.8794639897743712
5232,2808,1.9489385464550877
1325,3265,4.333958689291004
1628,3578,3.9920932594117606
4901,2457,3.3662335496066276
2907,1088,3.3641537013942333
1015,1130,3.4001831531362754
4234,1393,3.8655767914485315
2895,1653,3.456692292812063
1941,2709,3.0727960057013353
244,2396,4.463616374784806
3507,3063,2.4707038310750873
4041,3671,4.764787791005897
5237,1198,4.318264540686647
593,527,4.5882005045832965
2465,1946,4.451670072354393
5759,1287,3.789340086463053
1380,494,2.975195405985968
4305,2336,4.262163725902762
1765,3053,3.9748826960714614
2907,70,4.136379657563724
1472,2094,3.374171725067045
3942,2772,2.5582060416599903
1285,350,3.6873478993995197
1671,3751,4.364414838696369
4907,300,3.400063889703085
4647,372,4.147521777959977
1804,2712,1.4970809906699278
3172,1252,4.869004322947713
5369,111,4.247873793782693
187,1650,3.952741117898284
1193,3254,2.4554987385879654
48,2093,2.4267329119947485
2265,3654,4.3707536599433086
1948,1917,2.1705734784585453
5888,708,2.990252931842954
412,2165,3.9619780029087535
957,904,5.0
3183,1367,2.578629793881489
2820,904,3.7363128465434583
3678,1372,3.613612486885048
13,2617,3.267651869224368
3589,2797,2.892040465854592
1087,494,3.247091421977104
4227,2091,1.6925213712507416
5964,253,3.325913506793209
4592,3793,4.294853749971895
5349,3244,4.07140357436593
2035,1198,4.604725603278094
4048,3253,2.693074515144328
5575,3060,3.636720152271222
3771,1221,4.411817375699473
660,1627,2.7568224385547917
1880,289,3.0523590717565274
5131,296,4.502800462027043
901,3926,3.293805856297591
744,1196,4.761784773012534
1764,2042,3.8357580178304604
1285,612,2.643357779122791
4560,150,4.117010941516494
3681,2735,3.4130259608619067
5306,3451,3.8837185198782094
1168,800,3.8664960189881348
5630,41,4.1193116147471835
2185,1228,4.538685141284829
302,3717,2.347907591238727
1780,1254,3.3561703931457614
1285,2165,3.596175862316943
673,804,1.8053110468141602
5468,3223,3.5607485386383106
1335,1196,2.765473475947184
3834,2006,4.197255589869111
2225,1221,3.579067892670053
3825,1693,2.9337460838113816
2214,2770,3.644563217653381
2665,3210,4.503621990807221
1559,2014,3.339043814630226
266,595,4.4124386511966005
3512,1103,3.7833781838024128
5892,1396,4.099907110717325
5077,2664,4.937550218677188
5167,750,5.0
1859,1201,3.7297302628528857
4705,3271,4.535869988378678
1338,3793,3.70165628586816
3321,2194,4.241983399215738
3968,2353,4.056105865497087
1183,593,3.951884434021329
4085,3824,2.854018877004041
696,1307,4.051899765556833
475,3710,2.8674209796316124
5252,1953,4.533547769452121
3159,1094,3.6001922136422144
5569,2574,3.093634090364394
1922,2469,3.4713361163107606
5886,2993,2.923393862030584
4644,1408,3.0618295331123573
2041,2005,3.6222900739263304
1687,476,3.0464600016803334
392,1061,3.51084332098649
2468,1527,4.491490816492513
1645,2133,3.976645046846171
2666,1834,3.8887747201234353
4837,2790,3.0283406574273535
5470,3408,3.9409690198724503
2402,1077,3.651419798547057
1712,785,3.9601397387615664
3561,3176,3.8597094135037238
2608,1259,3.965932277323577
4021,733,3.9424171548864524
3733,910,3.740089785880445
4482,1580,3.6476355879390665
1505,2717,2.919703929168182
3391,225,3.184798730106503
4334,2694,3.578640110478195
4666,1265,3.969470912793656
2756,1500,4.515747396273798
1181,1372,2.757096027831418
4198,2746,3.5512050476409183
3178,2863,3.295397488799545
1908,2724,3.339874078355129
2230,1888,3.256982195835879
198,364,4.068047872598144
1748,1035,3.7823583229686046
2225,3629,4.163107368149926
4387,913,3.0657485883983693
4030,3444,3.4784596031651804
5313,3723,4.505419710887585
2909,2671,3.5573072588380805
4181,520,2.406844784806971
637,3036,2.951363540937763
5675,836,2.800692891340872
5236,2416,3.098693329396583
1172,2996,3.541033736404646
4242,733,4.502512831755354
5466,39,3.875532892462111
4458,2746,3.52344535163454
3759,466,3.658059455826644
2847,2916,2.2434046172138986
1738,524,3.325739524532734
3845,1230,4.082516572080916
549,2599,4.261140647668348
3841,1488,2.7510601879799963
27,1217,4.73409825550016
3365,2795,4.3742988536512835
5960,1276,4.063196115421888
1077,2391,3.9846283257221637
2779,1136,4.238720549586608
3229,330,2.2517572410515823
849,1378,3.5342676542763103
2116,1476,3.6989785519062117
1683,2655,1.9756105835477547
5044,58,4.377819831831629
4461,1210,4.797662155974889
812,3578,4.715244055440688
5996,1291,4.2560092406804735
1493,2324,3.904786549221802
869,1862,2.1484118306804696
3829,2836,2.6180045747706613
258,1287,3.9805466780378644
3274,1566,3.1908283517427183
5831,1943,3.730368873163988
4858,2762,4.587982911556814
242,539,3.158183415365834
3760,1674,3.78823664843744
5271,1381,1.9116876779695908
3769,2011,3.780191271102736
3618,2565,3.663915533371632
4407,2042,2.602743701591024
411,3951,3.4528341576966084
5827,1968,4.156105366569616
4509,2948,3.8596958179288805
5163,472,3.360385330131505
5345,1,4.246533956838244
4346,2393,3.315979912604573
4535,2490,4.2351299776090965
2203,376,4.175003171745673
5594,3735,3.9375142920574135
5859,448,3.5339008062865376
1987,1396,3.733418477347481
2841,924,4.488167625113749
4816,1678,4.786896756796298
5345,2150,4.29140550523589
4451,2378,1.8026124655845708
2149,480,4.411817071462172
5585,47,4.633588458929257
3974,593,4.8987926182069765
1880,2371,3.588382954388504
3190,2571,4.537709673780154
1273,45,3.743062798109624
5571,1256,3.49480626504876
5367,1009,2.233732893901394
949,1265,4.732087734312615
6036,1968,3.2984669019973545
3814,3807,3.343857673422931
3391,2471,2.4938239417722405
2946,459,2.605944727276169
233,2243,4.112049609319767
1074,1101,3.9475240540317946
3665,2080,3.990120183892291
3651,3448,3.8336286993278286
3626,2606,3.816990334070268
1819,2858,4.2000100052377185
3676,1334,2.789811932321321
2409,1378,3.6361925424432546
4513,3255,3.991781668747219
5306,1246,3.4696055178440557
1216,3468,4.725980578117143
5111,2163,2.3996602922200263
4058,2161,3.2085897441617304
3018,2371,3.4632783658782254
3957,647,3.723812936017012
2481,3361,3.7800105929027237
3519,3317,4.112022761884441
5893,3072,3.4598179452600206
412,2111,4.216752703736226
29,349,3.3007301294825253
413,1277,4.911159893597728
3847,1387,3.307163978510191
5543,1270,3.8166668710949745
5107,1307,3.639504878377043
3868,2539,3.4471861195949565
3970,2858,3.309074463124709
3065,1535,3.8063467575275904
2247,1235,4.181484897503501
4014,1258,4.706499241489006
3934,3070,3.2074350993611644
1242,265,3.9490630771786246
3648,922,3.3333109132452647
2787,2291,3.3086681732112018
5002,1968,3.9680547459541
2465,3494,4.084856503049708
1896,3424,3.727846301254132
5100,909,5.0
4632,2406,3.579272759312643
2239,1690,2.996709985452211
777,896,2.406283098767677
1883,3414,2.906409075207649
3028,1909,3.9381899212548825
2656,1569,4.121676568226237
5267,1028,3.598739682959381
1129,1196,4.535958755256076
4029,900,3.6559345716178897
881,1374,4.0321014942694156
2272,3793,3.9695475556889446
5667,509,4.064380020764287
4708,1517,4.232967824527007
1928,1722,3.692828424399432
4258,2692,4.049779191401508
3308,1689,3.1267539982660533
1733,2428,2.898584194828395
5601,3072,3.3116164157891403
4487,1385,3.1931357178480413
963,529,4.005827910620881
5964,410,3.9074670315326117
5423,3501,3.7032794604441928
2116,1589,3.234468499049191
3224,1233,4.482395962445204
4948,364,2.5448725365018126
5857,1028,3.2015849852232217
3924,380,3.4075269592506405
1689,1089,3.603622154649392
5613,3363,4.023423890279811
1579,3363,4.066659476210456
1412,2355,3.700405217650844
3677,1644,4.215288411857266
4510,1374,3.819228166784474
202,2916,3.6151218240403056
5744,2333,4.041997208518694
352,2100,3.43257031532073
2211,2100,3.7452737741079187
3069,527,4.305165761490288
1342,332,2.4256173798915466
1224,3467,4.765514332278574
915,2334,2.89064452251122
3289,1094,3.5956963975117295
3312,3717,2.882184950378067
2500,3654,4.029181564075332
5005,2470,3.2684868984039928
1073,2966,4.077254413517775
1327,551,2.8509775163360622
2546,2744,3.1526901281902933
5140,1374,3.6870910658715284
4105,3500,2.1480112597830137
4048,2947,3.6676451266450467
2002,2475,3.755449170053531
1099,2396,4.20748889899901
1632,2554,2.3616819408512093
4265,1275,4.137200010587468
2110,2414,3.3808772964789013
5765,2797,3.101143162932783
2155,12,4.3562588436487975
2570,1233,4.194196136421806
3246,800,3.842807444182322
3227,3620,3.35929519971082
4243,3430,4.18158985311617
1935,1646,2.911273671814038
129,2013,3.5821496759021563
1113,2019,4.776499926280511
5317,1059,4.267217888406706
802,2278,4.032731870225086
411,1641,4.206945315650153
3717,1589,3.4337884406521586
3578,2020,3.4972704780135415
517,2407,4.16887466622117
4115,2409,2.896051915059265
3778,2671,3.442971482363852
2955,780,2.6967933229111622
1597,233,3.856710025785671
1088,1320,2.717569822765959
3067,2062,3.63030305785006
1923,1973,2.4319410287925205
2256,1704,4.500179265531472
2700,2441,2.8899710788011825
5698,1584,3.6575497135995656
3923,3701,3.389742452013363
3702,1206,4.121674396584168
1285,3079,3.78068752460545
5222,457,3.694142715087451
724,509,4.0787083262265895
1389,45,3.5036385401092818
420,1196,4.845960368984012
1613,3037,4.418617395091336
4459,2883,3.424202689914028
163,2170,1.509800222363893
2774,1916,3.3571371512931054
1503,6,3.6541554027161847
344,2701,1.0
595,3831,4.23624967916061
4521,1371,3.1074148049389034
5652,529,3.8291919463664597
1151,1627,3.705271770307063
2323,3534,2.845164440257793
4510,2560,1.810308657847605
3961,2167,2.88799138462816
5312,93,2.5822607086316354
1065,2108,3.7250553832239546
3660,3702,3.6487265604749335
3417,2248,3.8581044829391486
1354,2891,3.5349060945979716
673,97,3.9937427446307696
3821,3886,2.165008814334718
4227,1332,2.883098958751753
5113,3362,3.070579950870811
1944,3753,3.7925576385476956
869,3071,3.910360916197248
2149,3937,3.1781920795888183
3029,592,4.128705696167525
3526,2279,2.580257217013994
1764,2986,3.5788329579186002
2781,2161,4.033000987613625
1448,2716,3.7639290566306935
3745,1483,3.1303765455420844
4356,3760,3.5667101895497204
3713,1541,3.191367209944665
5283,2985,3.621128457089498
2063,1021,2.4202750353296514
2446,2301,4.487212659641004
5759,1912,4.365156407539912
1694,2273,3.4174573502443164
4928,185,3.0725407867438483
3368,2628,4.147212691629702
3626,2053,2.930843439941928
4425,2571,4.100415598620563
2868,3927,3.7362546773152903
2683,1079,4.469370973355325
3682,955,4.656554585126554
1635,586,2.7675105183044213
4807,3469,4.1034951313795105
1752,1374,4.728985689929438
5511,537,3.4443646935108156
2259,1245,4.523840228198894
2258,2987,4.124011261602999
2913,1678,3.8211423793688293
1710,48,2.567193735853633
676,2291,1.9769053870207989
4448,3032,4.593004418759476
588,348,4.209825403067811
1828,344,3.057158869046752
5301,2080,3.569309453743778
5000,1408,4.535351497483617
4476,1215,2.5723812399558663
2056,2723,4.368265566818865
770,2683,4.320947410118382
3940,1694,3.9721562632446226
198,3255,3.718108715644838
1639,2118,4.171261518908452
5459,1064,3.601452889844005
1365,2054,2.869975542973596
2207,1259,4.651399184734371
4029,1956,3.8352332676735257
2175,2918,4.681350909026911
4310,349,4.120808612869281
1058,3893,3.805822824622467
1028,2858,4.396508217749478
5667,3039,3.6344269205138455
999,2146,2.962530143615889
2097,913,4.251595390730086
2018,3068,4.030334513800336
5046,2060,2.1899437916163667
1260,2406,3.769392977346591
2867,1416,4.32687908480799
1496,2790,2.484520821740911
5779,1090,4.098825729697372
415,2366,4.043549068473111
2873,589,4.081845392413635
5621,2291,3.2240597299298734
646,1371,3.297272568863018
1807,2353,3.502033159382228
1038,36,3.8369111941624556
5627,2641,2.808889809825231
459,2396,3.9904553838383072
2665,3431,2.281714778163255
4601,60,3.276407584833489
5315,3481,4.307518123853366
3410,3362,3.520534066283933
3589,2458,2.08362552078962
4310,1735,3.7882241532163223
832,1845,3.981455334234082
911,3052,3.929342144899322
770,1887,2.327746268753852
2880,348,3.5972615093946985
2899,1197,4.757488995917577
1243,1171,3.6280313403999163
5035,5,3.6276164181481247
3610,1883,1.999611371967083
1244,2248,4.553867181827064
3571,2976,2.249712759168993
543,387,3.6712243117145102
2177,1210,3.605092307590912
2946,230,2.9688749016514984
3280,36,3.016103332097457
5077,1997,5.0
3309,590,3.716767607727324
4835,1,4.35239698534076
3504,1870,3.33175449724445
1149,2710,3.025324821507175
2878,3071,3.7869447657616475
2793,969,4.4199567472519385
3688,1248,4.810837887651219
963,1293,3.9109726873401978
5831,948,3.9344723740155914
4261,3740,2.8215381165962414
151,3950,3.804656853113279
2293,909,4.548053030505106
1086,6,4.29379455383673
2857,2513,3.195084008391788
1980,73,3.745102804845062
2124,1365,4.214101604535678
5,1923,3.5162052262265586
3157,3868,3.9511008487391486
5954,466,2.6139012236899584
2279,3024,2.5611837249673197
3985,534,3.689808781689219
2967,2879,2.6393732477007554
4496,2029,3.9303424337575947
5978,1358,3.58264159089318
5521,2858,4.599100240261921
5377,2628,3.2822271198811124
3518,234,2.80039227138719
5015,1077,3.8857772197851896
2460,1247,3.9515128139360876
4732,1127,3.723955030103521
1499,2428,2.9752256922622404
187,2391,4.345263996676438
1594,3814,3.6126845531728726
4673,3753,4.619665473523295
4448,1094,4.497112915110975
4021,2140,4.137919276299291
118,3044,3.691451570700639
935,2791,4.005745849111316
5736,930,4.5057915997411015
3418,3483,2.6245290110164143
6007,2148,2.955975407999338
1352,2346,3.3421045447167996
78,357,4.002728592849959
3618,3421,3.270464247970592
2841,2329,4.596889055820742
1599,2720,2.5534236320296735
854,3426,3.040616959093765
3469,1347,3.479924894655045
973,2513,1.844866508638698
737,858,4.316937009436692
3229,3817,2.8604915189773923
1980,1179,4.132764584645192
1757,225,3.025195102702138
4433,3527,3.849206362181981
4747,1784,4.370239147147157
115,3300,3.8905772140901225
2131,1210,4.301861929593378
3327,1127,3.8019140756983223
1253,34,4.397941064706652
1675,1396,3.849189163901965
4844,150,4.300479071969487
4502,1219,4.2378523004078605
5109,1136,3.9907516841944397
3499,1297,3.8205885698880255
1215,1214,4.699554225588196
3884,1033,2.0646879606560393
5974,105,2.277571519487074
4476,978,4.496440822506807
1100,2761,3.230250843868571
1425,1883,4.472415557788062
2466,70,2.9167117795697877
1303,1376,2.7405278175852716
5702,2565,3.4751554793523702
1539,2706,3.8032383927902953
731,1946,4.526156785922659
4411,1873,3.987744434209634
655,621,2.640234526891318
2996,2735,2.8111954650171724
1968,1047,1.9008224859790068
4591,2355,4.166095315767187
3576,593,3.824680835089623
4310,3147,4.483518900746024
6010,3210,3.882871752941762
3916,153,2.4742346306677696
2314,2712,3.6887898086905775
4379,1726,2.5173248345604247
3468,904,4.517000905431636
3999,355,2.2515227963922593
5590,3556,3.780731418768936
3921,527,4.645726648376038
660,11,3.3631933915863716
3778,2657,2.1395900587896595
1284,1970,2.246286063135938
4956,541,4.7047996526843034
4116,2427,3.5637689755322577
1317,2016,2.7607670666424884
301,367,4.0930902586651
1383,2571,3.9064344119112815
424,3015,3.656338557887554
3588,1957,3.9786485880288445
1824,3247,3.724960924993984
4476,480,1.5227706373761791
4698,2762,4.3342045629220705
788,1210,4.140061470175878
4152,1127,3.1100792310457592
776,1950,4.155327627296243
2668,3499,3.5453351658390364
4356,3104,3.8724936375930774
1203,3882,3.175294026476456
2109,1952,3.755099069030592
2015,1050,3.4046516194351666
2221,1320,2.7728062538876217
3255,3793,3.6306181348026363
3483,2693,3.5910267378305933
4318,3764,3.2936365092804736
2724,1688,3.5432551074548124
2627,293,3.478357721128393
3484,1240,3.6475253239540724
26,1073,2.4095052598126996
746,2167,2.308609185199992
3367,1935,4.355273413316767
3999,1130,3.5358778866007325
6012,2840,2.4072970978922603
3963,3928,3.5335191688964147
5097,3363,4.434607662928434
2962,904,3.9643613275683993
5575,2468,2.4000571117221967
169,3770,3.495062032753252
5949,1704,4.504114073712405
4552,3702,3.6864233214784368
881,1517,4.696275213604319
4156,1584,4.210442279544345
1448,1952,4.702375048056702
3602,3174,4.0448172821245985
2023,2167,3.9301090658291264
764,2105,4.715126225057487
678,741,4.140825580731587
5249,733,4.014313538611463
3561,1377,3.399203830497115
5501,1597,2.763887676473822
3451,1210,3.676632387655937
4859,1197,4.572059553832777
3519,351,3.2743872266725336
3590,3252,4.321532014136502
1743,1348,4.221476826112792
4867,2067,4.170513403217057
2857,3700,2.7042638891555466
2021,1429,4.055181788202357
2109,1732,3.095090589912629
2996,1754,3.068348700720806
731,2141,3.959836844456997
1068,527,4.966613086594293
2887,2745,3.9863770959412372
3769,450,3.7198827372044887
2091,3675,4.3486400753976735
3816,3639,3.9982894797974504
3509,2291,2.713919867407024
3394,1,3.726684422396001
1135,1676,4.276192609653768
372,1376,4.787588543549251
5717,2025,3.1152733520265916
1157,457,4.789875503427383
2484,2889,3.560188749594542
2857,1374,3.8388657586115946
438,3263,3.4779830854834874
2010,2002,2.1648320231513565
5854,2617,4.1877903989757925
2700,3494,3.848705419653977
514,3703,3.6701002741038886
1112,3285,2.1145544660669913
3081,592,3.9903970251253993
1803,196,3.384740085884064
19,2064,3.503745212882905
1071,468,4.169250608890436
4089,2263,3.465887093699927
4748,1459,3.7297592262633588
2018,592,3.4526951183130863
1748,2826,2.6403776729747617
6004,1148,4.261268594200075
4268,1262,4.273364591907735
4673,3386,4.248918739320098
454,2804,2.4327478199374415
1472,1377,3.0629329411688087
308,3782,2.541892602332858
2272,3527,3.9402141880605406
2,2278,3.4103236130170353
1183,2100,3.203954695409747
4771,2618,4.066055763373686
3029,1271,4.4321088239663435
5946,969,4.131944757422219
1865,593,4.097441150957815
4161,1032,3.624509768081091
4654,17,3.9681592794229403
4704,2407,2.6898141962550026
352,707,3.3670875775200875
1104,3863,3.2492682185046737
1109,2093,2.390397218129321
1164,1265,3.644511458489962
125,3753,4.280015028262449
3603,663,3.2503105225201234
1422,2286,2.185356001175697
752,123,3.44962974704494
4375,1996,2.966340491828257
1546,1183,2.7949341166645167
1355,3668,4.369143096471308
2155,1219,5.0
280,345,3.663374505096642
4411,1617,4.164318384023993
1069,778,4.09046516475593
1617,1617,3.560148648616453
882,1591,2.899828232449171
5683,86,3.6519708005481277
1342,504,2.7905554004783104
1224,1172,4.6926180079839135
5136,1393,4.037441717462754
4663,2245,3.148599836725455
4708,3481,4.687421211541722
139,3028,3.8178210407776296
4071,3261,4.032868227947902
1181,1476,3.007943624117331
4918,1059,3.185482115154866
4543,2064,4.246185163518934
1447,1262,3.907344421206016
1790,2263,3.5205698148328626
2376,230,3.153855616018985
959,1343,3.430449348918976
3462,1732,2.9092528339105836
1138,3623,2.5570247432591513
